vendor_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,pickup_datetime,dropoff_datetime,payment_method,tip_pct,duration_min
2,1,20.81,71.23,9.44,80.67,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1325,25.0
1,3,0.99,16.36,0.0,16.36,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,4,4.44,76.33,0.0,76.33,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,6,1.26,45.58,1.49,47.07,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0327,25.0
2,2,24.37,50.16,0.94,51.1,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0187,25.0
2,6,7.4,56.99,14.56,71.55,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2555,25.0
2,2,1.84,11.29,2.17,13.46,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1922,25.0
2,2,2.88,36.5,0.0,36.5,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
1,4,21.17,16.98,0.0,16.98,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,1,16.23,63.65,19.94,83.59,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.3133,25.0
2,1,6.95,18.05,2.33,20.38,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1291,25.0
1,6,16.85,24.02,4.74,28.76,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1973,25.0
1,5,1.99,54.78,7.94,62.72,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1449,25.0
2,5,22.1,66.2,12.41,78.61,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1875,25.0
1,5,14.49,26.71,7.98,34.69,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2988,25.0
1,2,20.31,13.14,0.8,13.94,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0609,25.0
2,2,24.93,7.24,0.0,7.24,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
1,1,10.01,67.39,0.0,67.39,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,6,15.76,45.96,8.36,54.32,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1819,25.0
1,1,14.29,12.55,0.0,12.55,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,3,9.88,63.72,19.63,83.35,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.3081,25.0
2,2,15.65,47.47,2.86,50.33,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0602,25.0
1,1,18.77,6.95,0.81,7.76,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1165,25.0
2,3,7.37,72.17,0.0,72.17,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,2,7.86,69.23,23.56,92.79,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.3403,25.0
1,2,11.32,62.83,16.03,78.86,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2551,25.0
1,5,19.89,60.31,18.31,78.62,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.3036,25.0
1,2,5.22,27.65,1.31,28.96,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0474,25.0
2,1,22.99,67.61,0.0,67.61,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
1,6,1.25,24.82,4.39,29.21,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1769,25.0
2,5,14.01,41.15,13.83,54.98,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3361,25.0
